NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.2.b,Non-ferrous metals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,PM10,20,g/GJ,12,28,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,TSP,150,g/GJ,75,300,"Naturvårdsverket, Sweden"
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cu,17.5,mg/GJ,5,50,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cr,13.5,mg/GJ,0.5,20,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,CO,931,g/GJ,150,2000,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-19,Tier 2 emission factor,Nickel Production,Gas,,NA,SOx,18000,g/tonne,9000,27000,European Commission (2001)
1.A.2.b,Non-ferrous metals,Table_3-15,Tier 2 emission factor,Secondary lead production,Oil/gas,,NA,SOx,2200,g/tonne,210,7800,European Commission (2001)
1.A.2.b,Non-ferrous metals,Table_3-16,Tier 2 emission factor,Primary zinc production,Coke/gas/oil,,NA,SOx,5290,g/tonne,2500,9000,European Commission (2001)
1.A.2.b,Non-ferrous metals,Table_3-12,Tier 2 emission factor,Primary copper production,Coal/gas/oil,,NA,NOx,7060,g/tonne,4240,12100,Guidebook (2006) chapter B336
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,As,0.1,mg/GJ,0.05,0.19,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,NMVOC,23,g/GJ,14,33,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-21,Tier 2 emission factor,Alumina,Gas/Oil,,NA,CO,135,g/tonne,55,330,CORINAIR (1990)
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.2.b,Non-ferrous metals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Hg,0.54,mg/GJ,0.26,1,See note in Guidebook chapter
1.A.2.b,Non-ferrous metals,Table_3-21,Tier 2 emission factor,Alumina,Gas/Oil,,NA,NOx,945,g/tonne,660,1350,CORINAIR (1990)
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Zn,200,mg/GJ,50,500,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(b)fluoranthene,58.9,mg/GJ,10,180,Guidebook (2006) chapter B316
1.A.2.b,Non-ferrous metals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,BC,6.4,% of PM2.5,2,26,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Benzo(k)fluoranthene,1.7,mg/GJ,0.2,1.7,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,BC,56,% of PM2.5,33,78,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Benzo(a)pyrene,1.9,mg/GJ,0.2,1.9,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Cr,0.2,mg/GJ,0.1,0.4,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(a)pyrene,10,mg/GJ,5,20,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Zn,512,mg/GJ,80,1300,"Hedberg et al. (2002), Tissari et al. (2007) , Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Se,0.5,mg/GJ,0.25,1.1,Hedberg et al. (2002)
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,SOx,38.4,g/GJ,20,50,Guidebook (2006) chapter B216
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Pb,27,mg/GJ,0.5,118,"Hedberg et al. (2002), Tissari et al. (2007) , Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.c,Chemicals,Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PCB,0.06,mg/GJ,0.012,0.3,Kakareka et al. (2004)
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(b)fluoranthene,58.9,mg/GJ,10,180,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PCB,170,µg/GJ,85,260,Kakareka et al. (2004)
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cr,13.5,mg/GJ,0.5,20,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cd,1.8,mg/GJ,0.2,5,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,SOx,900,g/GJ,450,1000,Guidebook (2006) chapter B316
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(b)fluoranthene,2.9,µg/GJ,0.7,12,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,NMVOC,23,g/GJ,14,33,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,CO,29,g/GJ,21,48,See note in Guidebook chapter
1.A.2.c,Chemicals,Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,As,0.1,mg/GJ,0.05,0.19,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,PM2.5,20,g/GJ,12,28,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Cr,0.2,mg/GJ,0.1,0.4,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Hg,0.12,mg/GJ,0.04,0.17,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(b)fluoranthene,16,mg/GJ,8,32,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,NH3,37,g/GJ,18,74,Roe et al. (2004) 2) 
1.A.2.d,"Pulp, paper and print",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,SOx,38.4,g/GJ,20,50,Guidebook (2006) chapter B216
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(k)fluoranthene,23.7,mg/GJ,8,100,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(a)pyrene,45.5,mg/GJ,10,150,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,"Indeno(1,2,3-cd)pyrene",18.5,mg/GJ,5,80,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cr,13.5,mg/GJ,0.5,20,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,SOx,900,g/GJ,450,1000,Guidebook (2006) chapter B316
1.A.2.d,"Pulp, paper and print",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,CO,66,g/GJ,40,93,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Se,0.058,mg/GJ,0.015,0.058,See note in Guidebook chapter
1.A.2.d,"Pulp, paper and print",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,BC,6.4,% of PM2.5,2,26,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,PCDD/F,1.4,ng I-TEQ/GJ,0.3,7.1,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,BC,28,% of PM2.5,11,39,"Goncalves et al. (2010), Fernandes et al. (2011), Schmidl et al. (2011) 4)"
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Benzo(k)fluoranthene,1.7,mg/GJ,0.2,1.7,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Ni,0.008,mg/GJ,0.004,0.015,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Pb,0.08,mg/GJ,0.04,0.16,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,NOx,91,g/GJ,20,120,Lundgren et al. (2004) 1)
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Cr,23,mg/GJ,1,100,"Hedberg et al. (2002) , Struschka et al. (2008)"
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(a)pyrene,10,mg/GJ,5,20,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,PCDD/F,100,ng I-TEQ/GJ,30,500,Hedman et al. (2006) 
1.A.2.e,"Food processing, beverages and tobacco",Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,CO,570,g/GJ,50,4000,"EN 303 class 5 boilers, 150-300 kW"
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cu,17.5,mg/GJ,5,50,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Benzo(k)fluoranthene,23.7,mg/GJ,8,100,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PM10,117,g/GJ,60,240,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cd,1.8,mg/GJ,0.2,5,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,NOx,513,g/GJ,308,718,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Cr,13.5,mg/GJ,0.5,20,Guidebook (2006) chapter B316
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(b)fluoranthene,2.9,µg/GJ,0.7,12,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Zn,0.73,mg/GJ,0.36,1.5,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Se,0.058,mg/GJ,0.015,0.058,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,BC,6.4,% of PM2.5,2,26,See note in Guidebook chapter
1.A.2.e,"Food processing, beverages and tobacco",Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,HCB,0.62,µg/GJ,0.31,1.2,Guidebook (2006) chapter B316
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,NMVOC,258562,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,TSP,4786,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,PM2.5,4786,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,CO,699494,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,CO,620519,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,TSP,3683,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_31,Tier 2 emission factor,Stage I,Gasoline: two-stroke,,NA,PM10,3683,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_30,Tier 2 emission factor,1991-Stage I,Gasoline: two-stroke,,NA,NOx,1852,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,NOx,1570,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,PM10,98,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,NOx,1050,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_28,Tier 2 emission factor,< 1981,Gasoline: two-stroke,,NA,NMVOC,298703,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_29,Tier 2 emission factor,1981-1990,Gasoline: two-stroke,,NA,BC,239,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_27,Tier 2 emission factor,Stage V,Diesel,,NA,TSP,116,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,TSP,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_36,Tier 2 emission factor,Stage V,Gasoline: two-stroke,,NA,PM2.5,4278,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,PM2.5,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_35,Tier 2 emission factor,Stage IV,Gasoline: two-stroke,,NA,PM10,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,BC,7,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_37,Tier 2 emission factor,< 1981,Gasoline: four-stroke,,NA,PM10,148,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_36,Tier 2 emission factor,Stage V,Gasoline: two-stroke,,NA,NOx,2490,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_37,Tier 2 emission factor,< 1981,Gasoline: four-stroke,,NA,NMVOC,20182,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_37,Tier 2 emission factor,< 1981,Gasoline: four-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_37,Tier 2 emission factor,< 1981,Gasoline: four-stroke,,NA,BC,7,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_37,Tier 2 emission factor,< 1981,Gasoline: four-stroke,,NA,NOx,2429,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,N2O,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_33,Tier 2 emission factor,Stage IIIA,Gasoline: two-stroke,,NA,CO,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_32,Tier 2 emission factor,Stage II,Gasoline: two-stroke,,NA,CO,695237,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,CO,620793,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,NOx,2765,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,N2O,59,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_08,Tier 1 emission factor,NA,Gasoline,,NA,Zn,1,mg/kg fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,CH4,665,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_04,Tier 1 emission factor,NA,Diesel,,NA,Ni,0.07,mg/ kg fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_03,Tier 1 emission factor,NA,Diesel,,NA,N2O,135,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_03,Tier 1 emission factor,NA,Diesel,,NA,CO,10774,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_03,Tier 1 emission factor,NA,Diesel,,NA,NOx,32629,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_05,Tier 1 emission factor,NA,LPG,,NA,NMVOC,6720,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_05,Tier 1 emission factor,NA,LPG,,NA,CH4,354,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_19,Tier 2 emission factor,< 1981,Diesel,,NA,NH3,7,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,CO,6826,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,NMVOC,1470,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,CO,18890,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,PM2.5,4308,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,NH3,7,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_22,Tier 2 emission factor,Stage I,Diesel,,NA,PM10,1005,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,CO,16258,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_19,Tier 2 emission factor,< 1981,Diesel,,NA,PM2.5,6207,g/tonnes fuel,,,Winther 2016
